date,hour,location,pm2_5,temperature,humidity
2025-01-16,7,US Diplomatic Post: New Delhi-8118,121.0,30.4,62.3
2025-01-16,8,US Diplomatic Post: New Delhi-8118,101.0,29.1,49.9
2025-01-16,9,US Diplomatic Post: New Delhi-8118,105.0,31.8,48.7
2025-01-16,10,US Diplomatic Post: New Delhi-8118,125.0,34.4,50.0
2025-01-16,11,US Diplomatic Post: New Delhi-8118,129.0,34.2,62.4
2025-01-16,12,US Diplomatic Post: New Delhi-8118,127.0,34.6,59.6
2025-01-16,13,US Diplomatic Post: New Delhi-8118,142.0,32.0,61.0
2025-01-16,14,US Diplomatic Post: New Delhi-8118,175.0,32.9,43.7
2025-01-16,15,US Diplomatic Post: New Delhi-8118,227.0,32.6,59.1
2025-01-16,16,US Diplomatic Post: New Delhi-8118,277.0,30.9,63.5
2025-01-16,17,US Diplomatic Post: New Delhi-8118,311.0,24.7,50.8
2025-01-16,18,US Diplomatic Post: New Delhi-8118,310.0,24.3,55.1
2025-01-16,19,US Diplomatic Post: New Delhi-8118,0.0,22.4,53.7
2025-01-16,20,US Diplomatic Post: New Delhi-8118,228.0,21.9,67.3
2025-01-16,21,US Diplomatic Post: New Delhi-8118,211.0,15.7,69.3
2025-01-16,22,US Diplomatic Post: New Delhi-8118,196.0,13.6,68.4
2025-01-16,23,US Diplomatic Post: New Delhi-8118,132.0,14.5,56.6
2025-01-17,0,US Diplomatic Post: New Delhi-8118,133.0,14.9,63.0
2025-01-17,1,US Diplomatic Post: New Delhi-8118,118.0,13.5,56.7
2025-01-17,2,US Diplomatic Post: New Delhi-8118,126.0,19.1,67.1
2025-01-17,3,US Diplomatic Post: New Delhi-8118,138.0,19.6,62.2
2025-01-17,4,US Diplomatic Post: New Delhi-8118,157.0,20.4,51.5
2025-01-17,5,US Diplomatic Post: New Delhi-8118,165.0,19.7,58.4
2025-01-17,6,US Diplomatic Post: New Delhi-8118,166.0,25.2,62.2
2025-01-17,7,US Diplomatic Post: New Delhi-8118,143.0,28.3,53.9
2025-01-17,8,US Diplomatic Post: New Delhi-8118,116.0,30.7,46.2
2025-01-17,9,US Diplomatic Post: New Delhi-8118,112.0,34.9,52.1
2025-01-17,10,US Diplomatic Post: New Delhi-8118,108.0,33.8,50.8
2025-01-17,11,US Diplomatic Post: New Delhi-8118,119.0,33.1,62.5
2025-01-17,12,US Diplomatic Post: New Delhi-8118,128.0,32.7,49.3
2025-01-17,13,US Diplomatic Post: New Delhi-8118,140.0,36.8,57.0
2025-01-17,14,US Diplomatic Post: New Delhi-8118,170.0,31.4,46.0
2025-01-17,15,US Diplomatic Post: New Delhi-8118,161.0,34.4,50.0
2025-01-17,16,US Diplomatic Post: New Delhi-8118,144.0,32.1,50.8
2025-01-17,17,US Diplomatic Post: New Delhi-8118,142.0,29.2,64.8
2025-01-17,18,US Diplomatic Post: New Delhi-8118,130.0,25.7,54.3
2025-01-17,19,US Diplomatic Post: New Delhi-8118,125.0,19.5,63.1
2025-01-17,20,US Diplomatic Post: New Delhi-8118,153.0,22.1,61.3
2025-01-17,21,US Diplomatic Post: New Delhi-8118,137.0,20.9,60.6
2025-01-17,22,US Diplomatic Post: New Delhi-8118,131.0,17.2,57.2
2025-01-17,23,US Diplomatic Post: New Delhi-8118,125.0,14.8,67.6
2025-01-18,0,US Diplomatic Post: New Delhi-8118,122.0,14.8,68.3
2025-01-18,1,US Diplomatic Post: New Delhi-8118,120.0,17.0,66.6
2025-01-18,2,US Diplomatic Post: New Delhi-8118,113.0,17.0,66.6
2025-01-18,3,US Diplomatic Post: New Delhi-8118,113.0,17.4,63.7
2025-01-18,4,US Diplomatic Post: New Delhi-8118,117.0,21.1,53.1
2025-01-18,5,US Diplomatic Post: New Delhi-8118,132.0,20.5,63.4
2025-01-18,6,US Diplomatic Post: New Delhi-8118,137.0,22.1,58.3
2025-01-18,7,US Diplomatic Post: New Delhi-8118,147.0,30.5,61.8
2025-01-18,8,US Diplomatic Post: New Delhi-8118,178.0,32.2,50.6
2025-01-18,9,US Diplomatic Post: New Delhi-8118,177.0,31.2,59.6
2025-01-18,10,US Diplomatic Post: New Delhi-8118,219.0,35.0,60.2
2025-01-18,11,US Diplomatic Post: New Delhi-8118,220.0,36.1,60.1
2025-01-18,12,US Diplomatic Post: New Delhi-8118,200.0,37.8,57.5
2025-01-18,13,US Diplomatic Post: New Delhi-8118,186.0,32.5,53.7
2025-01-18,14,US Diplomatic Post: New Delhi-8118,188.0,30.8,49.5
2025-01-18,15,US Diplomatic Post: New Delhi-8118,196.0,30.7,63.6
2025-01-18,16,US Diplomatic Post: New Delhi-8118,228.0,29.0,50.7
2025-01-18,17,US Diplomatic Post: New Delhi-8118,295.0,25.4,60.3
2025-01-18,18,US Diplomatic Post: New Delhi-8118,222.0,22.9,58.9
2025-01-18,19,US Diplomatic Post: New Delhi-8118,225.0,22.9,55.8
2025-01-18,20,US Diplomatic Post: New Delhi-8118,232.0,19.8,68.6
2025-01-18,21,US Diplomatic Post: New Delhi-8118,232.0,17.2,67.1
2025-01-18,22,US Diplomatic Post: New Delhi-8118,225.0,17.2,63.7
2025-01-18,23,US Diplomatic Post: New Delhi-8118,210.0,14.1,63.8
2025-01-19,0,US Diplomatic Post: New Delhi-8118,220.0,17.7,67.2
2025-01-19,1,US Diplomatic Post: New Delhi-8118,246.0,14.2,69.6
2025-01-19,2,US Diplomatic Post: New Delhi-8118,280.0,18.3,54.1
2025-01-19,3,US Diplomatic Post: New Delhi-8118,293.0,16.9,51.7
2025-01-19,4,US Diplomatic Post: New Delhi-8118,369.0,19.8,58.3
2025-01-19,5,US Diplomatic Post: New Delhi-8118,386.0,23.7,55.3
2025-01-19,6,US Diplomatic Post: New Delhi-8118,238.0,23.6,55.7
2025-01-19,7,US Diplomatic Post: New Delhi-8118,187.0,25.6,54.3
2025-01-19,8,US Diplomatic Post: New Delhi-8118,94.0,28.7,46.8
2025-01-19,9,US Diplomatic Post: New Delhi-8118,0.0,33.7,51.2
2025-01-19,10,US Diplomatic Post: New Delhi-8118,95.0,33.6,46.1
2025-01-19,11,US Diplomatic Post: New Delhi-8118,106.0,33.4,43.5
2025-01-19,12,US Diplomatic Post: New Delhi-8118,120.0,32.2,53.7
2025-01-19,13,US Diplomatic Post: New Delhi-8118,129.0,34.4,62.0
2025-01-19,14,US Diplomatic Post: New Delhi-8118,184.0,35.5,52.0
2025-01-19,15,US Diplomatic Post: New Delhi-8118,212.0,32.3,55.5
2025-01-19,16,US Diplomatic Post: New Delhi-8118,230.0,28.6,59.3
2025-01-19,17,US Diplomatic Post: New Delhi-8118,257.0,26.7,58.1
2025-01-19,18,US Diplomatic Post: New Delhi-8118,277.0,26.3,57.5
2025-01-19,19,US Diplomatic Post: New Delhi-8118,296.0,19.8,50.8
2025-01-19,20,US Diplomatic Post: New Delhi-8118,211.0,17.7,66.5
2025-01-19,21,US Diplomatic Post: New Delhi-8118,170.0,18.4,63.4
2025-01-19,22,US Diplomatic Post: New Delhi-8118,187.0,17.8,62.6
2025-01-19,23,US Diplomatic Post: New Delhi-8118,180.0,17.8,51.3
2025-01-20,0,US Diplomatic Post: New Delhi-8118,156.0,15.6,70.3
2025-01-20,1,US Diplomatic Post: New Delhi-8118,156.0,12.4,65.2
2025-01-20,2,US Diplomatic Post: New Delhi-8118,156.0,15.6,57.9
2025-01-20,3,US Diplomatic Post: New Delhi-8118,159.0,17.3,68.4
2025-01-20,4,US Diplomatic Post: New Delhi-8118,154.0,20.2,51.2
2025-01-20,5,US Diplomatic Post: New Delhi-8118,0.0,25.4,67.2
2025-01-20,6,US Diplomatic Post: New Delhi-8118,0.0,22.4,50.5
2025-01-20,7,US Diplomatic Post: New Delhi-8118,0.0,27.6,49.4
2025-01-20,8,US Diplomatic Post: New Delhi-8118,0.0,27.9,47.1
2025-01-20,9,US Diplomatic Post: New Delhi-8118,108.0,32.7,51.9
2025-01-20,10,US Diplomatic Post: New Delhi-8118,105.0,33.8,55.9
2025-01-20,11,US Diplomatic Post: New Delhi-8118,121.0,32.1,51.3
2025-01-20,12,US Diplomatic Post: New Delhi-8118,125.0,34.8,42.7
2025-01-20,13,US Diplomatic Post: New Delhi-8118,154.0,32.8,58.5
2025-01-20,14,US Diplomatic Post: New Delhi-8118,179.0,32.4,53.8
2025-01-20,15,US Diplomatic Post: New Delhi-8118,199.0,29.7,56.1
2025-01-20,16,US Diplomatic Post: New Delhi-8118,211.0,29.0,57.1
2025-01-20,17,US Diplomatic Post: New Delhi-8118,194.0,28.4,54.7
2025-01-20,18,US Diplomatic Post: New Delhi-8118,158.0,24.5,59.9
2025-01-20,19,New Delhi-8118,167.0,21.4,62.6
2025-01-20,20,New Delhi-8118,162.0,18.4,61.3
2025-01-20,21,New Delhi-8118,157.0,19.2,63.0
2025-01-20,22,New Delhi-8118,150.0,19.0,57.0
2025-01-20,23,New Delhi-8118,148.0,17.6,64.5
2025-01-21,0,New Delhi-8118,143.0,16.7,56.1
2025-01-21,1,New Delhi-8118,140.0,14.4,56.3
2025-01-21,2,New Delhi-8118,150.0,17.7,63.9
2025-01-21,3,New Delhi-8118,145.0,15.5,68.6
2025-01-21,4,New Delhi-8118,145.0,18.6,54.8
2025-01-21,5,New Delhi-8118,117.0,21.8,67.5
2025-01-21,6,New Delhi-8118,84.0,26.5,62.4
2025-01-21,7,New Delhi-8118,142.0,29.3,60.1
2025-01-21,8,New Delhi-8118,102.0,31.9,58.8
2025-01-21,9,New Delhi-8118,85.0,34.7,60.5
2025-01-21,10,New Delhi-8118,82.0,36.3,53.9
2025-01-21,11,New Delhi-8118,87.0,32.5,51.0
2025-01-21,12,New Delhi-8118,100.0,32.3,55.4
2025-01-21,13,New Delhi-8118,124.0,32.9,56.9
2025-01-21,14,New Delhi-8118,161.0,36.6,52.8
2025-01-21,15,New Delhi-8118,176.0,29.4,60.3
2025-01-21,16,New Delhi-8118,170.0,28.4,55.7
2025-01-21,17,New Delhi-8118,156.0,27.8,60.2
2025-01-21,18,New Delhi-8118,160.0,26.0,52.3
2025-01-21,19,US Diplomatic Post: New Delhi-8118,166.0,23.8,63.7
2025-01-21,20,US Diplomatic Post: New Delhi-8118,135.0,17.6,52.3
2025-01-21,21,US Diplomatic Post: New Delhi-8118,127.0,19.8,62.3
2025-01-21,22,US Diplomatic Post: New Delhi-8118,119.0,17.7,52.0
2025-01-21,23,US Diplomatic Post: New Delhi-8118,136.0,14.0,60.7
2025-01-22,0,US Diplomatic Post: New Delhi-8118,130.0,14.6,65.9
2025-01-22,1,US Diplomatic Post: New Delhi-8118,136.0,18.0,60.4
2025-01-22,2,US Diplomatic Post: New Delhi-8118,120.0,14.8,59.6
2025-01-22,3,US Diplomatic Post: New Delhi-8118,123.0,15.1,68.2
2025-01-22,4,US Diplomatic Post: New Delhi-8118,144.0,20.0,60.0
2025-01-22,5,US Diplomatic Post: New Delhi-8118,121.0,25.0,47.5
2025-01-22,6,US Diplomatic Post: New Delhi-8118,111.0,27.3,55.1
2025-01-22,7,US Diplomatic Post: New Delhi-8118,72.0,26.8,66.2
2025-01-22,8,US Diplomatic Post: New Delhi-8118,67.0,28.2,63.8
2025-01-22,9,US Diplomatic Post: New Delhi-8118,66.0,34.8,58.0
2025-01-22,10,US Diplomatic Post: New Delhi-8118,58.0,35.4,49.3
2025-01-22,11,US Diplomatic Post: New Delhi-8118,51.0,36.8,49.1
2025-01-22,12,US Diplomatic Post: New Delhi-8118,56.0,33.8,51.8
2025-01-22,13,US Diplomatic Post: New Delhi-8118,78.0,37.4,45.1
2025-01-22,14,US Diplomatic Post: New Delhi-8118,115.0,33.3,47.6
2025-01-22,15,US Diplomatic Post: New Delhi-8118,152.0,31.2,44.8
2025-01-22,16,US Diplomatic Post: New Delhi-8118,189.0,30.0,57.0
2025-01-22,17,US Diplomatic Post: New Delhi-8118,247.0,27.7,65.7
2025-01-22,18,US Diplomatic Post: New Delhi-8118,256.0,26.3,57.4
2025-01-22,19,US Diplomatic Post: New Delhi-8118,176.0,21.9,54.1
2025-01-22,20,US Diplomatic Post: New Delhi-8118,123.0,22.9,66.5
2025-01-22,21,US Diplomatic Post: New Delhi-8118,142.0,20.0,50.7
2025-01-22,22,US Diplomatic Post: New Delhi-8118,149.0,14.5,54.8
2025-01-22,23,US Diplomatic Post: New Delhi-8118,158.0,17.5,68.7
2025-01-23,0,US Diplomatic Post: New Delhi-8118,156.0,13.5,57.9
2025-01-23,1,US Diplomatic Post: New Delhi-8118,155.0,16.9,66.4
2025-01-23,2,US Diplomatic Post: New Delhi-8118,181.0,18.1,69.0
2025-01-23,3,US Diplomatic Post: New Delhi-8118,158.0,18.0,67.2
2025-01-23,4,US Diplomatic Post: New Delhi-8118,164.0,21.2,56.1
2025-01-23,5,US Diplomatic Post: New Delhi-8118,175.0,24.8,58.9
2025-01-23,6,US Diplomatic Post: New Delhi-8118,116.0,26.2,64.0
2025-01-23,7,US Diplomatic Post: New Delhi-8118,65.0,29.0,48.7
2025-01-23,8,US Diplomatic Post: New Delhi-8118,43.0,27.4,57.9
2025-01-23,9,US Diplomatic Post: New Delhi-8118,36.0,35.0,43.6
2025-01-23,10,US Diplomatic Post: New Delhi-8118,41.0,31.7,53.6
2025-01-23,11,US Diplomatic Post: New Delhi-8118,38.0,34.7,58.2
2025-01-23,12,US Diplomatic Post: New Delhi-8118,44.0,33.7,54.0
2025-01-23,13,US Diplomatic Post: New Delhi-8118,55.0,35.4,44.9
2025-01-23,14,US Diplomatic Post: New Delhi-8118,97.0,34.9,48.7
2025-01-23,15,US Diplomatic Post: New Delhi-8118,113.0,30.6,54.7
2025-01-23,16,US Diplomatic Post: New Delhi-8118,99.0,31.5,49.9
2025-01-23,17,US Diplomatic Post: New Delhi-8118,92.0,27.1,63.1
2025-01-23,18,US Diplomatic Post: New Delhi-8118,91.0,23.6,50.5
2025-01-23,19,US Diplomatic Post: New Delhi-8118,94.0,20.1,52.9
2025-01-23,20,US Diplomatic Post: New Delhi-8118,102.0,18.7,64.8
2025-01-23,21,US Diplomatic Post: New Delhi-8118,93.0,15.1,58.1
2025-01-23,22,US Diplomatic Post: New Delhi-8118,99.0,14.6,71.5
2025-01-23,23,US Diplomatic Post: New Delhi-8118,121.0,18.2,60.4
2025-01-24,0,US Diplomatic Post: New Delhi-8118,123.0,17.4,57.1
2025-01-24,1,US Diplomatic Post: New Delhi-8118,121.0,14.1,64.7
2025-01-24,2,US Diplomatic Post: New Delhi-8118,117.0,14.9,68.5
2025-01-24,3,US Diplomatic Post: New Delhi-8118,115.0,19.2,58.2
2025-01-24,4,US Diplomatic Post: New Delhi-8118,117.0,18.6,60.1
2025-01-24,5,US Diplomatic Post: New Delhi-8118,96.0,21.9,51.5
2025-01-24,6,US Diplomatic Post: New Delhi-8118,77.0,23.1,64.8
2025-01-24,7,US Diplomatic Post: New Delhi-8118,62.0,24.7,64.5
2025-01-24,8,US Diplomatic Post: New Delhi-8118,53.0,29.6,60.6
2025-01-24,9,US Diplomatic Post: New Delhi-8118,41.0,29.8,48.8
2025-01-24,10,US Diplomatic Post: New Delhi-8118,31.0,31.4,55.4
2025-01-24,11,US Diplomatic Post: New Delhi-8118,36.0,35.2,46.9
2025-01-24,12,US Diplomatic Post: New Delhi-8118,50.0,33.6,63.0
2025-01-24,13,US Diplomatic Post: New Delhi-8118,67.0,33.4,48.6
2025-01-24,14,US Diplomatic Post: New Delhi-8118,89.0,30.8,60.3
2025-01-24,15,US Diplomatic Post: New Delhi-8118,126.0,30.9,61.0
2025-01-24,16,US Diplomatic Post: New Delhi-8118,132.0,31.6,57.4
2025-01-24,17,US Diplomatic Post: New Delhi-8118,116.0,28.8,48.1
2025-01-24,18,US Diplomatic Post: New Delhi-8118,101.0,26.5,58.2
2025-01-24,19,US Diplomatic Post: New Delhi-8118,103.0,23.0,58.7
2025-01-24,20,US Diplomatic Post: New Delhi-8118,90.0,21.3,62.4
2025-01-24,21,US Diplomatic Post: New Delhi-8118,90.0,19.5,60.8
2025-01-24,22,US Diplomatic Post: New Delhi-8118,87.0,13.7,65.9
2025-01-24,23,US Diplomatic Post: New Delhi-8118,79.0,17.4,60.6
2025-01-25,0,US Diplomatic Post: New Delhi-8118,74.0,15.2,64.1
2025-01-25,1,US Diplomatic Post: New Delhi-8118,69.0,13.4,60.8
2025-01-25,2,US Diplomatic Post: New Delhi-8118,63.0,15.2,68.4
2025-01-25,3,US Diplomatic Post: New Delhi-8118,69.0,18.6,55.6
2025-01-25,4,US Diplomatic Post: New Delhi-8118,59.0,22.9,60.1
2025-01-25,5,US Diplomatic Post: New Delhi-8118,53.0,19.6,61.4
2025-01-25,6,US Diplomatic Post: New Delhi-8118,47.0,24.4,65.8
2025-01-25,7,US Diplomatic Post: New Delhi-8118,43.0,30.3,51.6
2025-01-25,8,US Diplomatic Post: New Delhi-8118,45.0,28.0,62.3
2025-01-25,9,US Diplomatic Post: New Delhi-8118,43.0,32.1,63.9
2025-01-25,10,US Diplomatic Post: New Delhi-8118,41.0,30.9,52.0
2025-01-25,11,US Diplomatic Post: New Delhi-8118,49.0,37.1,50.8
2025-01-25,12,US Diplomatic Post: New Delhi-8118,52.0,37.4,55.5
2025-01-25,13,US Diplomatic Post: New Delhi-8118,65.0,35.5,61.6
2025-01-25,14,US Diplomatic Post: New Delhi-8118,119.0,34.4,61.2
2025-01-25,15,US Diplomatic Post: New Delhi-8118,109.0,31.5,62.4
2025-01-25,16,US Diplomatic Post: New Delhi-8118,93.0,30.8,60.1
2025-01-25,17,US Diplomatic Post: New Delhi-8118,91.0,27.1,59.2
2025-01-25,18,US Diplomatic Post: New Delhi-8118,88.0,23.2,64.7
2025-01-25,19,US Diplomatic Post: New Delhi-8118,82.0,21.9,64.3
2025-01-25,20,US Diplomatic Post: New Delhi-8118,88.0,17.8,59.2
2025-01-25,21,US Diplomatic Post: New Delhi-8118,89.0,17.9,69.0
2025-01-25,22,US Diplomatic Post: New Delhi-8118,94.0,16.7,63.4
2025-01-25,23,US Diplomatic Post: New Delhi-8118,90.0,13.3,64.0
2025-01-26,0,US Diplomatic Post: New Delhi-8118,91.0,13.0,63.8
2025-01-26,1,US Diplomatic Post: New Delhi-8118,80.0,13.3,72.5
2025-01-26,2,US Diplomatic Post: New Delhi-8118,79.0,13.7,59.5
2025-01-26,3,US Diplomatic Post: New Delhi-8118,82.0,17.2,60.5
2025-01-26,4,US Diplomatic Post: New Delhi-8118,85.0,20.7,53.8
2025-01-26,5,US Diplomatic Post: New Delhi-8118,87.0,21.4,66.6
2025-01-26,6,US Diplomatic Post: New Delhi-8118,83.0,24.0,57.9
2025-01-26,7,US Diplomatic Post: New Delhi-8118,64.0,29.2,53.3
2025-01-26,8,US Diplomatic Post: New Delhi-8118,56.0,29.9,63.5
2025-01-26,9,US Diplomatic Post: New Delhi-8118,58.0,30.0,57.4
2025-01-26,10,US Diplomatic Post: New Delhi-8118,52.0,36.0,56.8
2025-01-26,11,US Diplomatic Post: New Delhi-8118,59.0,37.2,44.3
2025-01-26,12,US Diplomatic Post: New Delhi-8118,52.0,35.1,50.5
2025-01-26,13,US Diplomatic Post: New Delhi-8118,77.0,32.9,60.7
2025-01-26,14,US Diplomatic Post: New Delhi-8118,106.0,33.2,53.0
2025-01-26,15,US Diplomatic Post: New Delhi-8118,146.0,34.2,43.5
2025-01-26,16,US Diplomatic Post: New Delhi-8118,135.0,31.6,64.2
2025-01-26,17,US Diplomatic Post: New Delhi-8118,122.0,29.1,63.6
2025-01-26,18,US Diplomatic Post: New Delhi-8118,109.0,25.6,49.6
2025-01-26,19,US Diplomatic Post: New Delhi-8118,118.0,21.1,63.0
2025-01-26,20,US Diplomatic Post: New Delhi-8118,132.0,18.5,63.4
2025-01-26,21,US Diplomatic Post: New Delhi-8118,146.0,18.1,70.6
2025-01-26,22,US Diplomatic Post: New Delhi-8118,143.0,14.2,61.4
2025-01-26,23,US Diplomatic Post: New Delhi-8118,139.0,18.2,51.9
2025-01-27,0,US Diplomatic Post: New Delhi-8118,127.0,13.1,70.1
2025-01-27,1,US Diplomatic Post: New Delhi-8118,129.0,16.1,61.7
2025-01-27,2,US Diplomatic Post: New Delhi-8118,122.0,16.6,64.7
2025-01-27,3,US Diplomatic Post: New Delhi-8118,118.0,19.0,62.5
2025-01-27,4,US Diplomatic Post: New Delhi-8118,119.0,20.4,58.9
2025-01-27,5,US Diplomatic Post: New Delhi-8118,107.0,21.0,61.4
2025-01-27,6,US Diplomatic Post: New Delhi-8118,90.0,27.0,63.4
2025-01-27,7,US Diplomatic Post: New Delhi-8118,101.0,27.2,62.8
2025-01-27,8,US Diplomatic Post: New Delhi-8118,71.0,30.6,60.7
2025-01-27,9,US Diplomatic Post: New Delhi-8118,60.0,29.9,55.6
2025-01-27,10,US Diplomatic Post: New Delhi-8118,64.0,33.8,49.5
2025-01-27,11,US Diplomatic Post: New Delhi-8118,70.0,36.4,55.1
2025-01-27,12,US Diplomatic Post: New Delhi-8118,81.0,35.0,49.5
2025-01-27,13,US Diplomatic Post: New Delhi-8118,92.0,35.1,46.9
2025-01-27,14,US Diplomatic Post: New Delhi-8118,128.0,33.4,52.4
2025-01-27,15,US Diplomatic Post: New Delhi-8118,148.0,32.5,53.2
2025-01-27,16,US Diplomatic Post: New Delhi-8118,148.0,32.1,52.8
2025-01-27,17,US Diplomatic Post: New Delhi-8118,133.0,28.8,58.7
2025-01-27,18,US Diplomatic Post: New Delhi-8118,132.0,22.2,56.0
2025-01-27,19,US Diplomatic Post: New Delhi-8118,124.0,22.5,67.0
2025-01-27,20,US Diplomatic Post: New Delhi-8118,118.0,17.9,64.3
2025-01-27,21,US Diplomatic Post: New Delhi-8118,124.0,15.2,63.2
2025-01-27,22,US Diplomatic Post: New Delhi-8118,121.0,13.7,64.3
2025-01-27,23,US Diplomatic Post: New Delhi-8118,98.0,14.8,66.6
2025-01-28,0,US Diplomatic Post: New Delhi-8118,102.0,15.1,66.3
2025-01-28,1,US Diplomatic Post: New Delhi-8118,104.0,16.7,64.8
2025-01-28,2,US Diplomatic Post: New Delhi-8118,124.0,18.3,64.8
2025-01-28,3,US Diplomatic Post: New Delhi-8118,124.0,16.0,71.8
2025-01-28,4,US Diplomatic Post: New Delhi-8118,137.0,19.2,62.4
2025-01-28,5,US Diplomatic Post: New Delhi-8118,122.0,24.2,50.5
2025-01-28,6,US Diplomatic Post: New Delhi-8118,111.0,26.3,47.2
2025-01-28,7,US Diplomatic Post: New Delhi-8118,88.0,27.5,61.3
2025-01-28,8,US Diplomatic Post: New Delhi-8118,89.0,31.3,56.9
2025-01-28,9,US Diplomatic Post: New Delhi-8118,70.0,33.5,53.0
2025-01-28,10,US Diplomatic Post: New Delhi-8118,57.0,34.4,53.4
2025-01-28,11,US Diplomatic Post: New Delhi-8118,70.0,33.0,54.1
2025-01-28,12,US Diplomatic Post: New Delhi-8118,80.0,36.9,54.8
2025-01-28,13,US Diplomatic Post: New Delhi-8118,104.0,34.7,53.4
2025-01-28,14,US Diplomatic Post: New Delhi-8118,126.0,32.1,47.6
2025-01-28,15,US Diplomatic Post: New Delhi-8118,177.0,32.6,46.8
2025-01-28,16,US Diplomatic Post: New Delhi-8118,184.0,30.1,57.5
2025-01-28,17,US Diplomatic Post: New Delhi-8118,174.0,29.8,53.0
2025-01-28,18,US Diplomatic Post: New Delhi-8118,155.0,26.7,55.6
2025-01-28,19,US Diplomatic Post: New Delhi-8118,137.0,19.4,69.8
2025-01-28,20,US Diplomatic Post: New Delhi-8118,159.0,20.8,58.8
2025-01-28,21,US Diplomatic Post: New Delhi-8118,181.0,17.9,51.7
2025-01-28,22,US Diplomatic Post: New Delhi-8118,259.0,15.0,54.4
2025-01-28,23,US Diplomatic Post: New Delhi-8118,331.0,12.4,73.2
2025-01-29,0,US Diplomatic Post: New Delhi-8118,380.0,16.4,66.3
2025-01-29,1,US Diplomatic Post: New Delhi-8118,396.0,14.6,55.9
2025-01-29,2,US Diplomatic Post: New Delhi-8118,364.0,14.1,55.5
2025-01-29,3,US Diplomatic Post: New Delhi-8118,295.0,19.6,55.1
2025-01-29,4,US Diplomatic Post: New Delhi-8118,362.0,22.1,68.9
2025-01-29,5,US Diplomatic Post: New Delhi-8118,345.0,21.1,67.8
2025-01-29,6,US Diplomatic Post: New Delhi-8118,275.0,26.7,50.4
2025-01-29,7,US Diplomatic Post: New Delhi-8118,217.0,29.2,49.4
2025-01-29,8,US Diplomatic Post: New Delhi-8118,155.0,32.0,52.4
2025-01-29,9,US Diplomatic Post: New Delhi-8118,132.0,31.1,59.5
2025-01-29,10,US Diplomatic Post: New Delhi-8118,118.0,32.0,61.2
2025-01-29,11,US Diplomatic Post: New Delhi-8118,115.0,36.3,46.2
2025-01-29,12,US Diplomatic Post: New Delhi-8118,134.0,34.2,60.3
2025-01-29,13,US Diplomatic Post: New Delhi-8118,146.0,32.0,57.5
2025-01-29,14,US Diplomatic Post: New Delhi-8118,161.0,35.0,54.8
2025-01-29,15,US Diplomatic Post: New Delhi-8118,186.0,32.4,55.5
2025-01-29,16,US Diplomatic Post: New Delhi-8118,231.0,33.0,62.3
2025-01-29,17,US Diplomatic Post: New Delhi-8118,233.0,30.4,54.8
2025-01-29,18,US Diplomatic Post: New Delhi-8118,232.0,25.8,52.9
2025-01-29,19,US Diplomatic Post: New Delhi-8118,235.0,20.1,52.6
2025-01-29,20,US Diplomatic Post: New Delhi-8118,236.0,17.3,66.8
2025-01-29,21,US Diplomatic Post: New Delhi-8118,232.0,17.3,59.2
2025-01-29,22,US Diplomatic Post: New Delhi-8118,222.0,18.4,62.6
2025-01-29,23,US Diplomatic Post: New Delhi-8118,211.0,14.4,71.5
2025-01-30,0,US Diplomatic Post: New Delhi-8118,203.0,17.8,70.5
2025-01-30,1,US Diplomatic Post: New Delhi-8118,206.0,16.7,63.0
2025-01-30,2,US Diplomatic Post: New Delhi-8118,226.0,17.5,55.7
2025-01-30,3,US Diplomatic Post: New Delhi-8118,261.0,16.1,58.3
2025-01-30,4,US Diplomatic Post: New Delhi-8118,238.0,21.4,51.7
2025-01-30,5,US Diplomatic Post: New Delhi-8118,189.0,25.4,49.8
2025-01-30,6,US Diplomatic Post: New Delhi-8118,145.0,22.9,50.4
2025-01-30,7,US Diplomatic Post: New Delhi-8118,125.0,24.7,57.6
2025-01-30,8,US Diplomatic Post: New Delhi-8118,124.0,27.9,57.2
2025-01-30,9,US Diplomatic Post: New Delhi-8118,111.0,32.5,46.9
2025-01-30,10,US Diplomatic Post: New Delhi-8118,112.0,34.2,58.2
2025-01-30,11,US Diplomatic Post: New Delhi-8118,115.0,36.2,57.8
2025-01-30,12,US Diplomatic Post: New Delhi-8118,116.0,34.1,49.9
2025-01-30,13,US Diplomatic Post: New Delhi-8118,118.0,37.2,53.7
2025-01-30,14,US Diplomatic Post: New Delhi-8118,0.0,33.6,43.4
2025-01-30,15,US Diplomatic Post: New Delhi-8118,160.0,34.6,62.5
2025-01-30,16,US Diplomatic Post: New Delhi-8118,169.0,29.1,50.2
2025-01-30,17,US Diplomatic Post: New Delhi-8118,186.0,26.1,52.6
2025-01-30,18,US Diplomatic Post: New Delhi-8118,198.0,22.7,50.3
2025-01-30,19,US Diplomatic Post: New Delhi-8118,202.0,22.6,51.3
2025-01-30,20,US Diplomatic Post: New Delhi-8118,211.0,17.0,68.8
2025-01-30,21,US Diplomatic Post: New Delhi-8118,0.0,16.0,53.1
2025-01-30,22,US Diplomatic Post: New Delhi-8118,196.0,17.2,55.8
2025-01-30,23,US Diplomatic Post: New Delhi-8118,186.0,13.4,61.5
2025-01-31,0,US Diplomatic Post: New Delhi-8118,0.0,15.9,55.2
2025-01-31,1,US Diplomatic Post: New Delhi-8118,0.0,14.2,71.8
